Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Toyota,Corolla,Corolla IX 3D,02,07,,898af315-17f7-4890-b27f-ce0f197fde50,
Toyota,Corolla,Corolla IX 5D,01,07,,487184ee-4377-4d21-a362-9d1b9ff4de29,
Toyota,Corolla,Corolla X Sedan,06,13,,974a4c26-ac38-4a92-9d3d-dcdc1dc00011,
Toyota,Corolla,Corolla X Wagon,06,13,,2cebd08a-f6d7-4e16-bdef-9f7b6d90d782,
Toyota,Corolla,Corolla XI,13,19,,a2bbe344-afd7-42c3-b272-d6c69544fbf9,
Toyota,Corolla,Corolla XII Hatchback,18,,,03673065-aa5a-4ac8-a650-b7805bebe5f0,
Toyota,Corolla,Corolla XII Hatchback GR Sport,20,,,701d629c-5eee-49e4-8385-9496fbc88358,
Toyota,Corolla,Corolla XII Touring,18,,,5a92b1b1-3f3f-4954-9152-c902fdd52f62,
Toyota,Corolla,Corolla XII Touring Trek,19,,,f814ebb9-fb22-4cac-b897-b3f580ab7fc8,
Toyota,Corolla,Corolla XII Sedan,18,,,76782811-5a0a-4efe-a0c3-d3868f86297e,
Toyota,Corolla Verso,Corolla Verso I,9/01,5/04,,1258e621-7de1-48b1-af12-859ec651fb0b,
Toyota,Corolla Verso,Corolla Verso II,3/04,,,628ea243-0a32-46f4-9eb6-58376f54c2c1,
Toyota,Hilux,Hilux VII 2D Regular Cab,04,08,,e6adc299-df4f-4678-9fdb-efdb5f1c8a9d,
Toyota,Hilux,Hilux VII 2D Extended Cab,04,08,,f2530d39-0ba0-4359-ba02-78178e622c75,
Toyota,Hilux,Hilux VII 4D Double Cab,04,08,,e7e8c043-1601-4100-a637-739e7f3084a8,
Toyota,Hilux,Hilux VII 2D Regular Cab,08,11,Facelift,cedd5915-ba24-478d-a0dd-2cf97a49abb0,e6adc299-df4f-4678-9fdb-efdb5f1c8a9d
Toyota,Hilux,Hilux VII 2D Extended Cab,08,11,Facelift,a937c74e-517c-4731-a1a0-1fdfde02decc,f2530d39-0ba0-4359-ba02-78178e622c75
Toyota,Hilux,Hilux VII 4D Double Cab,08,11,Facelift,efb00ee3-8b56-4632-86f1-b07bd06868d8,e7e8c043-1601-4100-a637-739e7f3084a8
Toyota,Hilux,Hilux VII 2D Regular Cab,11,15,Facelift,9ac5667c-7741-425b-bc77-2ac3a56409f3,cedd5915-ba24-478d-a0dd-2cf97a49abb0
Toyota,Hilux,Hilux VII 2D Extended Cab,11,15,Facelift,d967464f-8fa0-42c2-aeda-56e397b26954,a937c74e-517c-4731-a1a0-1fdfde02decc
Toyota,Hilux,Hilux VII 4D Double Cab,11,15,Facelift,335e0cf4-8146-4b90-96fa-e9a727b840d2,efb00ee3-8b56-4632-86f1-b07bd06868d8
Toyota,RAV4,RAV4 I,94,00,,08102d5e-d9b2-4717-8476-f9c880413998,
Toyota,RAV4,RAV4 II,00,05,,ced14acd-ce4b-4297-af75-0ce4c2331fae,
Toyota,RAV4,RAV4 III,05,13,,89d86083-8579-4e11-b19f-c1fb4be26b68,
Toyota,RAV4,RAV4 IV,13,,,9be199fa-0f9a-4ccc-8d66-09b251f19c24,
Toyota,ProAce,ProAce Van,13,16,,f4943e8d-8cb5-4db9-8d83-5577a4ece9ca,
Toyota,ProAce,ProAce Van Long,13,16,,72a6e5a1-f3f2-4f83-9d9c-e9a68b40a8f3,
Toyota,Yaris,Yaris I,99,05,,a504a955-f5d5-43c3-8c62-1c9f30c78a72,
Toyota,Yaris Coupé,Yaris I Coupé,99,05,,3a47af0c-1080-42ea-8c57-3a25f9949b77,
Toyota,Yaris,Yaris II,05,,,b772ebd8-0530-41fd-9ba9-370c46518f2a,
Toyota,Yaris Coupé,Yaris II Coupé,05,,,33f1052a-ed6a-4f1f-973d-9f3a6b364ee0,
Toyota,iQ,iQ,08,,,ad35d04c-2eba-49d3-bb79-b7e093d1e531,
Toyota,Verso,Verso,09,11,,ad8de9d5-b43e-4a13-a4ff-d08dfb6e2b0c,
Toyota,Verso,Verso,11,,Facelift,41ca078d-e289-4707-9b08-d98fd40e8214,
Toyota,Prius,Prius III,09,11,,b9f9db2e-a8fa-469e-87ad-4db432ff5a91,
Toyota,Prius,Prius III,11,,Facelift,d386747c-1a07-433f-99db-feac162d4cd1,
Suzuki,Alto,Alto VII,09,,,8b8b4530-8440-45af-ac8a-a7d313b4c470,
Suzuki,Jimny,Jimny III,98,18,,1ab7e178-d001-46f7-8093-d6a0b2029aa8,
Suzuki,Jimny,Jimny IV,18,,,07a4334c-9d4c-4fb9-9fcd-6201d72d5a95,
Suzuki,Grand Vitara,Grand Vitara I 3D,3/98,4/05,,35204e5a-dfc5-454b-bd5f-9b101acdc4ce,
Suzuki,Grand Vitara,Grand Vitara I 5D,3/98,4/05,,e02cc6c2-34c8-46be-933c-d3aa90e55022,
Suzuki,Grand VItara,Grand Vitara II 3D,4/05,,,6936a65a-9b1c-444c-8c27-3ed6a028e3dc,
Suzuki,Grand Vitara,Grand Vitara II 5D,4/05,,,2af34294-a3fc-4c1f-a129-1ab204803354,
Suzuki,Ignis,Ignis I 3D,00,06,,a551a41c-84c7-43ab-b87d-f80c9b95e15a,
Suzuki,Ignis,Ignis I 5D,00,06,,381a9c01-de80-446a-94f1-50677b6f43c9,
Suzuki,Ignis,Ignis I 5D,03,08,,1c02901a-ec51-4d29-8390-f0ba0ffbd644,
Suzuki,Ignis,Ignis II,16,,,e1408b83-e27d-4848-baa7-5a8da689f298,
Suzuki,Kizashi,Kizashi,10/10,,,2337caa2-7b95-4117-97c0-051ec78d3663,
Suzuki,Splash,Splash,1/08,,,dc060029-461e-42af-a72d-d9686536668d,
Suzuki,Swift,Swift III 3D,2/05,,,276bc5dc-68d1-473f-b9b3-91ab87029e8f,
Suzuki,Swift,Swift III 5D,2/05,,,cf20585d-2c40-4570-baff-c2f8d5c6efc9,
Suzuki,Swift,Swift III 3D,05,,Sport,b853046b-3756-4bde-b017-6c9950318805,
Suzuki,Swift,Swift III 5D,05,,AWD,919ee7b6-cde9-4e79-a559-32b7ba54796e,
Suzuki,Swift,Swift IV Coupé,10,,,c52a1edd-89c9-4ed3-88a1-b5645716d8cc,
Suzuki,Swift,Swift IV,10,,,49c7287a-5d07-467b-abf0-61fdd747b5ee,
Suzuki,SX4,SX4 I,6/06,13,,8246003b-0989-4feb-b8fe-8bd004a7df29,
Suzuki,SX4 Sedan,SX4 I Sedan,10/07,13,,f1812ad4-56a5-4905-8686-09be1bd97752,
Suzuki,SX4,SX4 II,13,,,fa928027-8cc2-4f2c-922b-5114d77ad6f1,
Suzuki,Wagon,Wagon II,98,03,,b17f36c3-09dc-4fac-8c92-aa56d5520ada,
Suzuki,Wagon,Wagon III,03,08,,d2fdd599-9ce3-47ea-8f8d-8bd2bf050f70,
Suzuki,Wagon,Wagon IV,08,,,7aaba9f0-95d5-4128-9aa9-2e83e60cb0ee,
Suzuki,Vitara,Vitara II,15,,,8c3264bd-5f00-4616-a653-79747eda6f51,
Seat,Alhambra,Alhambra I,96,00,,38d54eb4-9e35-4365-9002-b84305969a18,
Seat,Alhambra,Alhambra I,00,10,Facelift,46d99fb1-ce70-45e4-86e9-8dc79b813a1a,
Seat,Alhambra,Alhambra II,10,,,5b6a9457-2aac-4cac-bd86-aa318601bd72,
Seat,Altea,Altea I,04,09,,22ca94a8-13c7-4925-90e8-0465b0ee10c3,
Seat,Altea,Altea I,09,,Facelift,1ad71d0b-cbfc-4127-a5ef-60e5edd77b83,
Seat,Altea XL,Altea XL,06,09,,3a28c2e6-c695-4be4-bde1-063cf7055817,
Seat,Altea XL,Altea XL,09,,Facelift,c9e159ca-fb91-46ba-95bb-e46ab109355c,
Seat,Altea Freetrack,Altea Freetrack,07,09,,8acd0fcf-0b74-42d2-8a48-42a1b9c7ce8c,
Seat,Exeo,Exeo,09,11,,6f789b9e-c4c9-4c1b-bf40-5e77e0a61efb,
Seat,Exeo ST,Exeo ST,09,11,,ce1d4ca9-b036-4fc0-966d-2bbbcd16ae4c,
Seat,Exeo,Exeo,11,,Facelift,16256621-e559-4d80-96d4-e3c7ec6eb224,
Seat,Exeo ST,Exeo ST,11,,Facelift,ba3155a3-ac76-41e6-99d9-095f6b85251c,
Seat,Ibiza,Ibiza II 3D,93,99,,0aa1dc7f-e408-4629-aaf8-f48b97dd6939,
Seat,Ibiza,Ibiza II 5D,93,99,,9d764e57-c823-4fb3-bcfd-7126de21b554,
Seat,Ibiza,Ibiza II 3D,99,02,Facelift,e52f9dc8-58ac-4860-b564-a0b5f340ae85,
Seat,Ibiza,Ibiza II 5D,99,02,Facelift,f2c8c22f-d048-4b42-8164-5b9bab61dbaf,
Seat,Ibiza,Ibiza III 3D,02,06,,85257386-8240-4f46-ad8b-2087f368a59b,
Seat,Ibiza,Ibiza III 3D,06,08,Facelift,51d7f524-3735-4b87-a588-34a8a2de5813,
Seat,Ibiza,Ibiza III 5D,06,08,,ce1e65ec-b6f4-4587-ba73-8d40870c174d,
Seat,Ibiza,Ibiza IV,08,12,,a69c63dd-e1bc-45ac-908b-b5d0adf54dd2,
Seat,Ibiza,Ibiza IV FR,08,12,,b737e344-9ac2-4d03-b5bc-61309e0f2e04,
Seat,Ibiza SC,Ibiza IV SC,08,12,,ea580cdb-894e-452b-87de-07f9bd77ff83,
Seat,Ibiza SC,Ibiza IV SC FR,08,12,,009c6fc2-7ef4-4558-8689-40061ee29804,
Seat,Ibiza Cupra,Ibiza IV Cupra,09,12,,153984d7-f2c7-4085-b05f-e379431c6b55,
Seat,Ibiza ST,Ibiza IV ST,10,12,,d4bd2ca2-a979-41e9-aaaf-7f497de74267,
Seat,Ibiza,Ibiza IV,12,,Facelift,3979cd50-f617-4062-99ff-4a8dcf31f6e7,
Seat,Ibiza,Ibiza IV FR,12,,Facelift,60eae59d-bd3f-4c6b-b821-14b74a35bf30,
Seat,Ibiza SC,Ibiza IV SC,12,,Facelift,bd837c90-7aef-4bac-a619-f837c20aaf55,
Seat,Ibiza SC,Ibiza IV SC FR,12,,Facelift,ebf2dc00-d52a-48c3-8f2d-294bf424e3e5,
Seat,Ibiza Cupra,Ibiza IV Cupra,12,,Facelift,250e849f-fc26-4246-b23a-6fb0dc71584d,
Seat,Ibiza ST,Ibiza IV ST,12,,Facelift,8b08a775-a0c2-4fa9-8552-3f08ed277712,
Seat,Ibiza ST,Ibiza IV ST FR,12,,,a321b3cf-bd25-492b-949f-6617327254de,
Seat,Leon,Leon I,99,06,,4813f3d5-7bcf-4dd5-ac56-a1d69e91bfd5,
Seat,Leon,Leon II,05,09,,86409469-ebc9-4638-a261-3524b0c9aa2b,
Seat,Leon,Leon II,09,12,Facelift,5d2b766c-f431-43ca-b66e-2b0fd48978c5,
Seat,Leon,Leon III,12,,,063db40b-5c5c-430d-b55c-ba628a6208e0,
Seat,Leon,Leon III FR,12,,,ece0dfde-2d25-4afa-b529-aead01746a76,
Seat,Leon SC,Leon III SC,12,,,5e7a1684-5d1c-455a-a72a-b1289cd04a98,
Seat,Leon SC,Leon III SC FR,12,,,cfcbfcb3-1299-47cb-8536-112a574eb0cc,
Seat,Leon ST,Leon III ST,12,,,503d9d6f-1db6-46fd-a9cc-caea5f8b2a6a,
Seat,Leon ST,Leon III ST FR,12,,,cc9f7d07-797c-4a8a-9427-a2021a2aae93,
Seat,Toledo,Toledo II,99,06,,dca9cba1-5823-4eb4-87f8-298879b49161,
Seat,Toledo,Toledo III,04,09,,cbeafb2a-8452-44f2-ba2d-3e5039fa9b69,
Seat,Toledo,Toledo IV,12,,,beb247aa-b25e-4cf8-b268-073fee6c049d,
Seat,Mii,Mii I 3D,12,,,72735b03-0d63-47e6-84bd-ffe2818b0ec6,
Seat,Mii,Mii I 5D,13,,,1dbb19c9-aa6c-4701-8089-b3dc2dd9a3fe,
Renault,Clio,Clio II,9/98,05,,faff2ed5-49c5-48fc-89af-a95a63f6b41c,
Renault,Clio,Clio II,05,,Facelift,a4365531-e2a3-4119-8eeb-c269cdc20fdf,
Renault,Clio Coupé,Clio II Coupé,9/98,05,,250d1701-99fa-4b02-9dad-14777e1207f9,
Renault,Clio Coupé,Clio II Coupé,05,,Facelift,8c4c1e3c-6c3f-453b-ab28-52c5bad014b9,
Renault,Clio,Clio III,5/05,09,,2d936764-34b6-4be7-91fd-2f13f5ff0fe9,
Renault,Clio Coupé,Clio III Coupé,5/05,09,,b835e92a-9692-455c-a87c-650ed25c40f1,
Renault,Clio Grandtour,Clio III Grandtour,2/08,,,751043a4-bd0b-4b4b-b912-6d6f7931df59,
Renault,Clio,Clio III,09,,Facelift,686dbf3e-bedf-447b-8c8b-1bc1cc47922e,
Renault,Clio Coupé,Clio III Coupé,09,,Facelift,17b8728b-b40b-4fc3-8c03-7ab05ff43b3d,
Renault,Clio Grandtour,Clio III Grandtour,09,,Facelift,a20aa6f6-788b-4110-838c-eebbc2270dd0,
Renault,Clio,Clio IV,12,,,0806e17d-1925-4c2f-ae0a-186cf5427560,
Renault,Clio Grandtour,Clio IV Grandtour,12,,,a4d28f55-1ee8-4685-b75d-e6082ba69148,
Renault,Clio,Clio IV RS,12,,,115a4504-5677-4997-a6cf-61803327becd,
Renault,Espace,Espace III,96,02,,57f361f3-7125-48a4-ae42-f8f052f42169,
Renault,Espace,Espace IV,11/02,06,,3ed71a6e-e409-4c5a-b002-c2efc73b77ed,
Renault,Espace,Espace V,15,,,bf6a23ae-fc6b-4fa9-9463-cdb46540e757,
Renault,Grand Espace,Grand Espace IV,06,,,9564b146-eed3-4c97-ab1d-58673c03c23d,
Renault,Fluence,Fluence,10,,,7f4df029-1b88-4750-9136-7c039a1edd2d,
Renault,Fluence,Fluence,12,,Facelift,be6fddfa-5365-4b0c-ae7a-94d5dcdcbf71,
Renault,Modus,Modus,12/04,08,,0e6fb346-6bda-4a38-afb8-51e3840f5389,
Renault,Modus,Modus,08,,Facelift,d9d16814-c02d-41be-abbd-f8825654d330,
Renault,Grand Modus,Grand Modus,08,,,501bbb45-1cf4-4b04-b08b-434b84a55a25,
Renault,Grand Scenic,Grand Scenic I,04,06,,55ce0ae1-2ee1-4516-b292-5ad3651dde0a,
Renault,Grand Scenic,Grand Scenic II,06,09,,9b056f92-bd5a-42bd-b8e6-9bf4ba474374,
Renault,Grand Scenic,Grand Scenic III,2/09,12,,7d39b6ca-5557-4107-81b6-cd27a05748d4,
Renault,Grand Scenic,Grand Scenic III,12,,Facelift,4e33ecf6-c1c7-45f6-9785-5e1702847b20,
Renault,Kangoo,Kangoo I,8/97,2/08,,7421e90a-49ba-4f13-86fb-da2ba9db0b05,
Renault,Kangoo Grand,Kangoo I Grand,97,08,,5fce8f24-f996-4f0f-a5f9-7d12ec60c25e,
Renault,Kangoo,Kangoo II,2/08,,,544c802b-8727-4e08-9ae9-09dcfaa87376,
Renault,Kangoo Compact,Kangoo II Compact,08,,,f0d244ca-9494-441c-afb0-ea339fbdd429,
Renault,Kangoo Compact,Kangoo II Be Bop,08,,,6e6be972-b0cf-4327-ba8b-6c372990d8c3,
Renault,Kangoo,Kangoo II Express,13,,Facelift,f8089659-025c-48e0-b444-89c7c0106535,
Renault,Kangoo,Kangoo II Combi Maxi,13,,Facelift,64ccf104-615c-4241-b7ae-83f11b598b29,
Renault,Kangoo,Kangoo II Van,13,,Facelift,4f062b41-faee-434f-a037-5ed1581e358c,
Renault,Koleos,Koleos,9/08,12,,85736f55-31db-430a-9064-32b08d89e12c,
Renault,Koleos,Koleos,12,,Facelift,008bd86e-2588-49de-a291-349e844f2bf7,
Renault,Laguna,Laguna I,11/93,3/01,,ace33f89-b4f5-4488-b253-2b7fe6d59988,
Renault,Laguna Grandtour,Laguna I Grandtour,9/95,3/01,,e0dbd32a-7233-44a7-8c7f-6ce18be5aac8,
Renault,Laguna,Laguna II,3/01,10/07,,a1007285-496a-42bd-be2f-79fe750be4be,
Renault,Laguna Grandtour,Laguna II Grandtour,3/01,10/07,,04ee4dc2-c53a-4acc-b050-eaef5f54cde2,
Renault,Laguna Coupé,Laguna III Coupé,9/08,,,9274ca62-d505-4500-9627-fe788c684d65,
Renault,Laguna,Laguna III,10/07,10,,0e42a926-94ca-4a39-b7b1-fee4b2ab4068,
Renault,Laguna Grandtour,Laguna III Grandtour,10/07,10,,59e35c83-de2f-41b3-a878-cd7302826e63,
Renault,Laguna,Laguna III,10,,Facelift,211a3a0d-7e21-4d30-a3bc-10ca67d758df,
Renault,Laguna Grandtour,Laguna III Grandtour,10,,Facelift,74cb76bd-a643-44d9-8b64-8c28e4e63036,
Renault,Megane,Megane I,9/96,8/03,,6d8f9203-a152-41aa-a0a5-6aa758c8c370,
Renault,Megane Grandtour,Megane I Grandtour,3/99,8/03,,01848dfd-a365-409f-94d7-5273d1c9cec3,
Renault,Megane,Megane II,11/02,06,,1dc9f093-3e77-4604-a486-c2d459afc9b1,
Renault,Megane Grandtour,Megane II Grandtour,8/03,06,,7476a023-5909-4d92-8410-8fb98530045d,
Renault,Megane Coupé,Megane II Coupé,9/03,06,,22ddc14b-8094-49cb-a6a6-a203b3f6d7f1,
Renault,Megane Sedan,Megane II Sedan,9/03,6/09,,cf1b4df4-082d-4d2e-845a-a72f6fb454c4,
Renault,Megane,Megane II,06,11/08,Facelift,8074e974-da5c-4154-a42f-8125a9d58d2a,
Renault,Megane Grandtour,Megane II Grandtour,06,5/09,Facelift,05fea6ed-c308-498e-91b6-50700dddf18b,
Renault,Megane Coupé,Megane II Coupé,06,09,Facelift,a5dc2a0b-727a-4cf0-9e24-2a649496d415,
Renault,Megane,Megane III,11/08,12,,511521f4-79f5-4c67-8686-89f7332c5880,
Renault,Megane Grandtour,Megane III Grandtour,5/09,12,,abae8e63-aeee-44b9-ae3d-b3921268b95b,
Renault,Megane Coupé,Megane III Coupé,11/08,12,,ff5901ed-fc3a-46b1-8381-8efd0da5dc50,
Renault,Megane Cabriolet,Megane III Cabriolet,10,,,d7216276-c338-4d01-8287-a836e7e3a8f1,
Renault,Megane,Megane III,12,,Facelift,bd64bbac-9f85-4cee-80a0-ea2ffdc0da9f,
Renault,Megane Grandtour,Megane III Grandtour,12,,Facelift,35d368a8-dc58-4d3a-8e63-5397aae007b5,
Renault,Megane Coupé,Megane III Coupé,12,,Facelift,44c6cdb5-26eb-4fff-b5ca-adaa59b793e2,
Renault,Megane Cabriolet,Megane III Cabriolet,12,,Facelift,2c4b7656-00d7-4c15-9c8b-c2bbb071eec0,
Renault,Megane,Megane IV,15,,,36ae7e32-ee31-4d49-aa88-1139555754bb,
Renault,Scenic,Scenic I,96,99,,6db12244-3fb9-4b2f-affb-e07a73f3d196,
Renault,Scenic,Scenic I,99,03,Facelift,ff6c87d5-4860-4e16-b41c-550256f4c8a8,
Renault,Scenic,Scenic II,03,06,,d0a218b3-fbab-407c-baae-862a081305f4,
Renault,Scenic,Scenic II,06,09,Facelift,46909d0f-6860-48a0-8cd7-823bc94c7301,
Renault,Scenic,Scenic III,09,12,,e985b5c9-2490-48ba-9fa7-1e6834cd131d,
Renault,Scenic,Scenic III,12,,Facelift,24ce6b58-04d7-4365-9477-e19e4f3ddcee,
Renault,Twingo,Twingo I,3/93,3/07,,b4f43b4c-9d75-4efa-bbbf-0c31a9aefb67,
Renault,Twingo,Twingo II,3/07,11,,64c34900-ac8f-4b14-bda9-5d341210f3e5,
Renault,Twingo,Twingo II,11,,Facelift,d0f4bf87-b863-4c4f-9de7-a1ee9f20c4ff,
Renault,Twingo,Twingo II RS,11,,,022d0105-7f45-4023-81bf-eedc6ee07df2,
Renault,Twingo,Twingo III,14,,,eecef6ed-2221-45d2-8de2-ab481883cc3a,
Renault,Thalia,Thalia I,99,08,,ca8563db-9e7b-4606-b552-5fc8a47c0588,
Renault,Thalia,Thalia II,08,,,dd63e049-efd9-4768-8ae8-5902aeee8eef,
Renault,Latitude,Latitude,10,,,21906fa2-4394-4a3a-8121-1886c51961a7,
Renault,Wind,Wind,10,,,ac7f826f-6e75-403c-93be-0122cb95e710,
Renault,Trafic,Trafic II,06,10,,788aba6f-1d65-480d-b487-f0642dcc04ac,
Renault,Trafic,Trafic II,10,14,Facelift,d6316667-f7c1-4db1-a532-064a10a1e7b9,
Renault,Trafic,Trafic II LWB,10,14,,24a53883-cf19-4da1-9810-c6c106ef5f74,
Renault,Trafic,Trafic II Van,10,14,,b5920d1e-89e0-4a3d-9c30-aa574da4678b,
Renault,Trafic,Trafic II LWB Van,10,14,,98fdaca7-809c-4501-a3bd-631bc0edf88e,
Renault,Trafic,Trafic III,14,,,2642906a-3bc5-4b15-9bee-b8f2d42d99e8,
Renault,Trafic,Trafic III Van,14,,,ba493602-50d5-4e74-ae61-1c124cdde50b,
Renault,Captur,Captur I,13,,,fd3f0d8e-eac4-4552-bbf4-4f598efd46ba,
Renault,Kadjar,Kadjar,15,,,e125e285-389f-4f98-80c5-c9f16c00ac7c,
Renault,Talisman,Talisman I,15,,,4ff78584-3cf2-41cc-bd0b-4990b415651b,
Renault,Talisman,Talisman I Estate,15,,,8b24f815-c4c0-41cf-b793-c5cb8adc5a78,
Nissan,Almera Tino,Almera Tino,3/00,3/06,,98cb1eb5-bed5-4bb3-a340-8ed2aed52a6e,
Nissan,Almera Coupé,Almera II Coupé,00,03,,a7b78659-9ba8-4d22-a490-72a7c307d356,
Nissan,Almera Coupé,Almera II Coupé,03,06,Facelift,fa0ad92c-72cc-4888-abae-d44016120044,
Nissan,Almera,Almera II,00,03,,64a09a7c-a33a-47b0-9221-974f80d483f3,
Nissan,Almera,Almera II,03,06,Facelift,55b94e45-16d2-486f-b8c8-dae25d3d24d7,
Nissan,Juke,Juke I,10,14,,d4096119-cada-4ea5-b0c8-559555db5df0,
Nissan,Juke,Juke I,14,19,Facelift,29301b68-6822-4eff-b185-17a4c4099909,d4096119-cada-4ea5-b0c8-559555db5df0
Nissan,Juke,Juke II,19,,,db1944a1-ef44-4040-9791-88f5303147ac,
Nissan,Micra,Micra III,1/03,10,,6d2be65a-0dcb-46f3-8edb-d77496933ee1,
Nissan,Micra,Micra IV,10,,,47695811-5e23-4b12-9ff0-c2c3ef2e7f89,
Nissan,Micra,Micra IV,13,,Facelift,5c094e83-253f-4552-bfd4-f3540ad04adf,
Nissan,Micra,Micra V,16,,,9b2f7299-cc30-499e-bba0-1393039fa443,
Nissan,Murano,Murano I,02,10,,82ebaac8-9b44-456a-b266-e94f35dec59d,
Nissan,Murano,Murano II,10,14,,4fd80437-8761-4be2-9ea2-003391e87f7c,
Nissan,Murano,Murano III,15,,,ec4b51e9-9d7c-46a3-a40c-543792dc0a3f,
Nissan,Navara,Navara I,01,05,,de2b6a1e-37d2-4dd1-affb-93f45776aaee,
Nissan,Navara,Navara II,05,10,,44b37874-3a13-4164-9184-8b5eb1ce063a,
Nissan,Navara,Navara II,10,,Facelift,e2f7840a-6bd5-43e3-9e32-2edd1b259ab0,
Nissan,Note,Note,05,09,,87a7da14-8661-463b-bba9-3bf4cce10ca4,
Nissan,Note,Note,09,,Facelift,502f14f3-405e-4958-95ac-b82c46cc2015,
Nissan,Note,Note II,12,,,f2e995d5-db89-4f7c-abd9-2a4c67d8efb5,
Nissan,Pulsar,Pulsar,14,,,f5bc5e77-7a57-4508-8740-e0718cc03ab7,
Nissan,Pathfinder,Pathfinder I,96,99,,e78e460b-d443-4220-93fd-2435b5fe3ec8,
Nissan,Pathfinder,Pathfinder I,99,04,Facelift,b5dad141-5231-4c9b-94d7-bc27763f3c63,
Nissan,Pathfinder,Pathfinder I,96,99,2WD,b7307d9b-126a-4d67-a647-0b6335d2241d,
Nissan,Pathfinder,Pathfinder I,99,04,2WD Facelift,dbd777b0-f547-4deb-80de-ba04370a782d,
Nissan,Pathfinder,Pathfinder II,05,10,,6d32707c-8df2-4ff0-b3cb-7b489852a230,
Nissan,Pathfinder,Pathfinder II Van,05,10,,78eb1cba-0683-490f-8405-08b9abc905d7,
Nissan,Pathfinder,Pathfinder II,10,,Facelift,03c0a412-54b2-45c8-81be-9dd0cd87f7a7,
Nissan,Pathfinder,Pathfinder II Van,10,,Facelift,8a4e377f-3d30-4fb5-94ec-014531f22ffa,
Nissan,Qashqai,Qashqai,07,09,,8c57b46c-0704-4089-acce-a6fbc0eef484,
Nissan,Qashqai,Qashqai,09,,Facelift,db10c72c-0b11-434d-bf64-f3f12d38f267,
Nissan,Qashqai+2,Qashqai+2,08,09,,c0ea598a-9c02-4800-b0cc-880493a6818e,
Nissan,Qashqai+2,Qashqai+2,09,,Facelift,0e42dbe9-7596-4b88-8920-05e76cc3743e,
Nissan,Qashqai,Qashqai II,13,,,8d8d0a61-4c9e-431f-89e9-3c73ef041baa,
Nissan,X-Trail,X-Trail,00,07,,26f0d80c-6681-45a7-aeb1-6aee3dbedf6c,
Nissan,X-Trail,X-Trail II,07,10,,c3a2e24b-d5ed-43dd-bbeb-34337e8db664,
Nissan,X-Trail,X-Trail II,10,13,Facelift,b979da0e-2332-40d7-9534-ee327c191b10,
Nissan,X-Trail,X-Trail III,13,,,8fd581a8-a976-4f55-a9db-32368b425c1d,
Nissan,370Z Coupe,370Z Coupe,09,,,164656dc-d0e5-4845-b3d1-0877750c3346,
Nissan,370Z Roadster,370Z Roadster,10,,,5e0c1059-823c-4a1e-a739-3b4cd1f20b92,
Nissan,GTR,GTR,07,,,cac27d42-347f-4224-8458-f72fc73a7d90,
Nissan,GTR,GTR,10,,Facelift,d3e99448-d3ec-47a5-aba0-53d3a4cebdf3,
Nissan,350Z Coupe,350Z Coupe,03,06,,d0dc4bcb-e389-4c6a-b216-ebc1864edf2a,
Nissan,350Z Roadster,350Z Roadster,04,06,,fb8097eb-b5de-4611-9642-51424473d4d7,
Nissan,350Z Coupe,350Z Coupe,06,08,Facelift,122b0a8d-5818-40ca-b092-9c634d3df9ac,
Nissan,350Z Roadster,350Z Roadster,06,09,Facelift,7c217e05-a278-41d2-9d93-4c90feb52f46,
Nissan,Leaf,Leaf,11,13,,e61ded6e-a3d7-4b02-afaa-3f24f2165a65,
Nissan,Leaf,Leaf,13,,Facelift,3a13d722-81c4-4f92-92d7-b2f2200a1183,
Mazda,2,2 II Hatchback,02,07,,8b6f868c-4814-4aaf-8305-7ae9ca64d848,
Mazda,2,2 III Hatchback,07,10,,5dd781f2-26d6-4832-885d-04bd9ad02304,
Mazda,2 Coupé,2 III Coupé,07,10,,347919d2-df34-42a5-93c8-a6215c08d9f3,
Mazda,2,2 III Hatchback,10,,Facelift,c2ff38e2-2990-4f25-a785-44543a9a8190,
Mazda,2 Coupé,2 III Coupé,10,,Facelift,7f57c03e-f2ac-4269-9d74-86e8072fc67d,
Mazda,2,2 IV,14,,,fd6936a9-48da-4269-89c1-ca23571ba10b,
Mazda,3,3 I Hatchback,03,06,,d0d1f80f-1eaa-4ac4-9a33-4e2343caa572,
Mazda,3 Sedan,3 I Sedan,04,06,,7efa3b63-b4c2-4aa0-b3a0-27de6fc22149,
Mazda,3,3 I Hatchback,06,09,Facelift,41704bf7-9671-4069-ae4a-f2a3026cb22a,
Mazda,3 Sedan,3 I Sedan,06,09,Facelift,23d95079-4b95-4801-a1b2-a15326751513,
Mazda,3,3 II Hatchback,09,12,,463370d9-143e-468e-aaba-d7b5951ba5c9,
Mazda,3 Sedan,3 II Sedan,09,12,,a6630a0b-e819-46a9-8813-058e3c040646,
Mazda,3,3 II Hatchback,12,14,Facelift,18cf6794-a860-4751-b3c7-888b24fe1ee1,
Mazda,3 Sedan,3 II Sedan,12,14,Facelift,3527ec68-726f-489f-ad29-d74c106011bb,
Mazda,3,3 III,14,,,a1963b01-b9ef-43cf-af94-9772ed04d22c,
Mazda,3,3 III Sedan,14,,,6e2f8135-8dc0-42d7-8677-e7ad58c85286,
